opt_x,opt_y,outer_width,inner_width,center_x,center_y,outer_x,outer_y,inner_x,inner_y,curvature,ref_v,yaw,vx,vy,omega,acc,steer,dt
-4.896217131730717,8.039257610354813,0.25480183555068775,0.4126366276762157,-5.09764,8.04405,-5.35237,8.0501,-4.68512,8.03424,0.9943906039690306,1.951582560278315,5.352989032739758,1.951582560278315,-1.4392666356153814,0.5969178938066626,14.982502519536288,-0.4355715150425718,0.02035655427161833
-4.895962642269134,7.989895561678408,0.26735853979254104,0.41264143090581656,-5.09764,7.985,-5.36492,7.97852,-4.68512,7.99501,1.5719789994241378,2.243219428645362,5.3651402242407285,2.243219428645362,-1.4348878666515732,0.43310195088878795,14.995270620539808,-0.4353207758828623,0.018971908655485314
-4.891739944052568,7.939552407661846,0.2702521831549186,0.40974892312244143,-5.09475,7.925,-5.36431,7.90567,-4.68605,7.9543,1.1911430958426725,2.5185006500463714,5.3733569948915,2.5185006500463714,-1.4325196060416758,0.2840085090010578,14.996741324817636,-0.4345679620604021,0.017400804357927388
-4.884514576684306,7.88965564896628,0.27592528264006577,0.4040791036418489,-5.08908,7.86563,-5.36312,7.83343,-4.68776,7.91277,0.9428961740270927,2.773908354007279,5.378298971392613,2.773908354007279,-1.429440717711248,0.14979205244156157,14.996720010411996,-0.42982257920383166,0.015296856256173831
-4.875495498791468,7.842780739294341,0.2838323196889314,0.396173727801327,-5.08117,7.80938,-5.36133,7.76387,-4.69012,7.87289,0.7275480627405276,3.0008607236610048,5.380590318887127,3.0008607236610048,-1.4244118291517,0.034522806435185835,14.996347608149554,-0.15953955234568107,0.014542957240386107
-4.864716481250806,7.795690384672439,0.29419956560131094,0.38579553392956717,-5.0708,7.75312,-5.35892,7.69362,-4.69298,7.83116,0.6074761324033976,3.2192480757264796,5.381092382584931,3.2192480757264796,-1.4113541223951553,-0.004777351250640194,14.996166085903655,9.90429915031628e-05,0.014827061997245056
-4.851543390622151,7.74526499480127,0.3074624926718699,0.37253824300331945,-5.05754,7.695,-5.35624,7.62212,-4.69562,7.78331,0.6398098175339099,3.4416962429242597,5.381021548501755,3.4416962429242597,-1.3943899490686418,-0.0022832272200768032,14.993874070008482,-0.001785357734806516,0.009676828035477791
-4.8414851197537505,7.7107671283284525,0.31897742396602236,0.36216604479161285,-5.04656,7.65377,-5.35389,7.56836,-4.69762,7.75075,0.5307233748085153,3.586829815663023,5.38099945410458,3.586829815663023,-1.384242155104305,-0.0011006987958131118,14.992552668067264,-0.0010591719448516661,0.006923950735373507
-4.833610718524603,7.685338131903778,0.32765998229872356,0.35627243578475126,-5.03759,7.6232,-5.35103,7.52772,-4.69678,7.72702,0.42012121863125435,3.6906519595392875,5.380991832920343,3.6906519595392875,-1.3773431402897132,-0.00021714578646096744,14.991995147525643,-0.0006683916749253977,0.00667521830012708
-4.8255536373034005,7.660307306255477,0.33096649452776944,0.35252409392834455,-5.02836,7.59402,-5.34295,7.4912,-4.69328,7.70354,0.3872037939564544,3.790731092186463,5.380990383424816,3.790731092186463,-1.370927477108623,0.000647946314922903,14.991476807011445,0.000134421209094909,0.006508866965415971
-4.817260815353758,7.635414993450024,0.3340447073372064,0.35074915780369337,-5.01867,7.56532,-5.33415,7.45551,-4.68741,7.68061,0.3636789768062699,3.8883024013230796,5.380994600821181,3.8883024013230796,-1.3648786188571274,0.0015545689987983002,14.990747589043778,0.001241011191068639,0.006227045543563648
-4.808920764934155,7.611147091789252,0.33642362060354836,0.3509274678619499,-5.00859,7.53721,-5.32408,7.42039,-4.6795,7.65907,0.30905175725250617,3.9816334958537967,5.381004281193136,3.9816334958537967,-1.3592744123743445,0.002517708462153636,14.99156260414469,0.0027938855572148444,0.00715032673058056
-4.7988987367169464,7.582782277745334,0.3358441641595102,0.3535690072673222,-4.99634,7.50503,-5.30883,7.38198,-4.66736,7.63458,0.28763854119054,4.08879409619406,5.381022283631253,4.08879409619406,-1.3530291762702171,0.0037923754884745717,14.992249946539927,0.004844681529390615,0.008237738601019133
-4.786764379264232,7.549443206325172,0.3286835294017635,0.3598751207016117,-4.98133,7.46799,-5.28452,7.34107,-4.64937,7.60696,0.28878273994208853,4.212235545833183,5.3810535242292055,4.212235545833183,-1.346077266237944,0.005524481201741345,14.991633949151264,0.007363098854868218,0.008098042505396617
-4.774170887962514,7.51592041110767,0.3204262918363597,0.3671738968118515,-4.96522,7.43069,-5.25785,7.30015,-4.6299,7.58028,0.2492556280736581,4.333551271721231,5.381098261712797,4.333551271721231,-1.3395134147523082,0.0075497665388269105,14.991937347170719,0.01025056646824039,0.009024968733374267
